IDTransaction;Date;TransactionType;Symbol;Unit;
2669646592;08/05/2024 13:59:07;BUY;SKYW;82;
2687707024;23/09/2024 16:57:05;BUY;CNH;81;
2730486281;24/07/2024 18:46:53;BUY;CNH;81;
2596398378;30/01/2024 20:53:06;BUY;GOOG;80;
2689244381;29/01/2024 16:13:16;BUY;AAPL;80;
2599580435;12/02/2024 20:45:22;BUY;ARM;75;
2622103593;09/02/2024 16:16:16;BUY;AAPL;75;
2736983031;21/03/2024 13:30:38;BUY;GOOG;74;
2725602646;24/01/2024 20:21:22;BUY;GOOG;74;
2756500034;02/02/2024 16:13:17;BUY;AAPL;73;
2650915765;10/01/2024 15:17:03;BUY;AMD;73;
2711082322;09/04/2024 13:42:55;BUY;TSM;71;
2889432625;20/02/2024 15:45:27;BUY;APP;71;
2718601785;08/03/2024 20:50:19;BUY;TSM;69;
2775305179;09/01/2024 15:03:01;BUY;AMD;69;
2720582661;04/04/2024 13:42:07;BUY;APP;68;
2726251792;05/01/2024 15:57:48;BUY;SNEX;68;
2636203089;21/11/2024 18:34:13;BUY;CNH;67;
2730504036;14/02/2024 17:29:17;BUY;GOOG;67;
2699073051;11/06/2024 15:58:09;BUY;APP;63;
2725881343;12/03/2024 14:48:42;BUY;TSM;63;
2721140868;09/02/2024 14:48:26;BUY;ARM;62;
2799632233;02/08/2024 14:53:00;BUY;SKYW;62;
2782793833;31/01/2024 15:06:06;BUY;GOOG;62;
2738994536;12/01/2024 15:26:33;BUY;GOOG;62;
2802365642;19/09/2024 18:06:02;SELL;LIN;61;
2664051786;22/03/2024 13:30:18;SELL;XYZ;61;
2681543596;02/01/2024 14:42:43;SELL;AMZN;60;
2664873151;03/06/2024 16:22:20;SELL;SKYW;60;
2599064967;29/08/2024 18:38:21;SELL;IGT;60;
2612547928;20/08/2024 14:12:11;SELL;IGT;60;
2611219053;20/12/2024 12:39:57;SELL;NIO;60;
2601121926;22/02/2024 18:03:44;SELL;AMD;60;
2599045303;22/04/2024 14:29:58;SELL;NIO;58;
2633532842;12/08/2024 07:04:39;SELL;NIO;58;
2612545917;05/03/2024 09:57:54;SELL;NIO;58;
2607252759;16/09/2024 13:30:27;SELL;IGT;58;
2622016017;19/03/2024 13:48:14;SELL;XYZ;58;
2688414254;17/07/2024 18:09:04;SELL;SKYW;58;
2632198670;19/03/2024 13:42:36;SELL;TSLA;58;
2700850800;30/01/2024 17:01:12;SELL;AMZN;58;
2691376959;10/06/2024 17:30:02;SELL;SKYW;58;
2782789406;26/01/2024 19:27:52;SELL;AMZN;58;
2669624945;26/04/2024 14:03:28;SELL;GOOG;57;
2726255017;07/02/2024 19:53:23;SELL;SEDG;57;
2739291159;25/01/2024 14:33:05;SELL;AMZN;56;
2748536485;23/05/2024 14:22:31;SELL;SKYW;56;
2838580034;09/10/2024 16:15:34;SELL;IGT;56;
2689243840;01/08/2024 14:06:24;SELL;IGT;56;
2719861341;31/01/2024 14:30:22;SELL;GOOG;56;
2827356616;02/02/2024 14:30:15;SELL;AAPL;56;
2657096909;12/02/2024 20:54:08;SELL;ARM;56;
2659442077;20/02/2024 15:01:50;SELL;AAPL;56;
2752653790;02/04/2024 13:30:17;SELL;GOOG;56;
2710594691;30/01/2024 17:26:51;SELL;GOOG;56;
2833391646;08/02/2024 15:11:03;SELL;AAPL;56;
2689242287;16/01/2024 17:32:42;SELL;AMD;56;
2709712797;09/04/2024 14:52:17;SELL;TSM;55;
2718595707;21/02/2024 14:30:24;SELL;APP;55;
2658201296;11/03/2024 13:32:43;SELL;TSM;55;
2692042118;10/01/2024 14:46:10;SELL;AMD;55;
2725592914;05/04/2024 13:30:18;SELL;APP;55;
2739291357;11/01/2024 15:06:36;SELL;SNEX;55;
2793364172;22/11/2024 15:09:09;SELL;IGT;55;
2802360989;26/02/2024 20:51:46;SELL;GOOG;55;
2842142397;18/06/2024 15:28:12;SELL;APP;54;
2689242151;12/03/2024 17:53:32;SELL;TSM;54;
2746259767;09/02/2024 17:08:06;SELL;ARM;53;
2770673567;17/09/2024 16:46:17;SELL;SKYW;53;
2875763390;14/02/2024 17:02:40;SELL;GOOG;53;
2720584145;23/01/2024 14:30:33;SELL;GOOG;53;
2718487408;26/02/2024 14:51:02;BUY;ARM;52;
2782787690;29/05/2024 13:53:43;BUY;AAPL;52;
2712446339;09/04/2024 15:11:54;BUY;TSM;52;
2720429965;08/02/2024 14:50:50;BUY;TSLA;52;
2711349498;05/03/2024 15:08:16;BUY;AMZN;52;
2804764962;11/03/2024 14:12:26;BUY;AMD;51;
2627102872;27/03/2024 19:41:46;BUY;JPM;51;
2725593412;01/05/2024 14:07:34;BUY;AMD;50;
2733972566;01/03/2024 14:43:53;BUY;AMD;50;
2775298442;04/03/2024 08:42:39;BUY;DOLE;50;
2628654862;13/03/2024 19:23:28;BUY;AMD;50;
2699909047;01/05/2024 14:01:40;BUY;ARM;50;
2621082100;24/07/2024 18:43:01;BUY;DELL;50;
2649380787;30/04/2024 13:56:19;BUY;JPM;50;
2775801710;25/01/2024 20:18:29;BUY;AAPL;50;
2775883201;12/01/2024 16:09:31;BUY;CPA;49;
2676819335;25/06/2024 07:00:07;BUY;NIO;49;
2770066195;14/03/2024 15:11:29;BUY;JPM;49;
2879464088;12/02/2024 20:46:00;BUY;TSLA;49;
2680937801;08/03/2024 20:47:00;BUY;JPM;48;
2880259292;02/04/2024 15:25:02;BUY;TSM;48;
2633045741;07/02/2024 15:38:55;BUY;TSLA;48;
2793363807;12/04/2024 14:09:59;BUY;JPM;48;
2782814826;13/02/2024 20:43:56;BUY;JPM;48;
2683911739;25/03/2024 16:19:06;BUY;ARM;48;
2827355403;04/03/2024 15:02:34;BUY;TSM;47;
2684277136;26/01/2024 16:36:30;BUY;TSLA;47;
2680940094;03/01/2024 18:01:46;BUY;AAPL;47;
2653838614;14/03/2024 19:36:32;BUY;AMD;47;
2678621043;13/02/2024 18:55:03;BUY;TSLA;46;
2678632878;12/11/2024 18:48:27;BUY;GOOG;46;
2645690581;22/02/2024 18:06:24;BUY;AMD;46;
2652313818;21/02/2024 20:35:42;BUY;AAPL;46;
2634491689;01/05/2024 14:09:26;BUY;TSM;46;
2655347087;24/07/2024 19:57:38;BUY;AMD;46;
2649375617;21/08/2024 09:28:10;BUY;NIO;46;
2709717641;20/02/2024 15:29:05;BUY;AAPL;46;
2647219967;25/03/2024 16:13:11;BUY;AMZN;46;
2843164039;25/01/2024 20:16:18;BUY;AMD;45;
2655776895;05/02/2024 17:10:43;BUY;TSLA;45;
2695980782;16/08/2024 17:41:14;BUY;DIS;45;
2680940794;18/04/2024 15:16:39;BUY;TSM;45;
2853635090;24/01/2024 19:55:03;BUY;AMD;45;
2833806193;08/03/2024 15:22:04;BUY;NIO;45;
2770674946;22/05/2024 13:48:02;BUY;GOOG;45;
2640930421;22/05/2024 13:48:17;BUY;NIO;45;
2676827702;20/03/2024 18:00:04;BUY;AAPL;45;
2678629446;16/02/2024 14:51:53;BUY;AMD;45;
2829081508;23/02/2024 20:15:25;BUY;AMD;45;
2650952182;14/02/2024 16:33:45;BUY;AMD;45;
2669626535;08/03/2024 20:47:49;BUY;TSLA;45;
2634478217;04/03/2024 19:39:03;BUY;AAPL;45;
2643866283;16/08/2024 17:44:09;BUY;ARM;45;
2647865057;25/04/2024 19:46:41;BUY;AMZN;45;
2859570450;26/02/2024 14:50:10;BUY;TSM;45;
2644790732;24/01/2024 14:43:12;BUY;AMD;45;
2683933901;12/02/2024 20:51:32;BUY;AMD;44;
2678641817;16/04/2024 14:21:16;BUY;AAPL;44;
2630273156;01/05/2024 14:05:00;BUY;NIO;44;
2740148895;02/04/2024 09:56:37;BUY;DOLE;44;
2644364270;13/03/2024 19:24:43;BUY;TSLA;44;
2659221801;01/05/2024 14:04:23;BUY;AAPL;44;
2648833741;13/02/2024 14:39:50;BUY;AMZN;43;
2738173270;29/04/2024 19:59:50;BUY;GOOG;43;
2680935720;05/03/2024 14:10:50;BUY;NIO;43;
2657097294;26/02/2024 16:24:00;SELL;ARM;43;
2494736882;02/01/2024 14:33:01;SELL;AAPL;43;
2494736890;13/06/2024 13:57:32;SELL;AAPL;43;
2494736897;15/04/2024 17:30:22;SELL;TSM;43;
2494736906;08/02/2024 18:19:54;SELL;TSLA;42;
2494736911;25/03/2024 13:30:12;SELL;AMZN;42;
2494736927;12/03/2024 15:41:25;SELL;AMD;42;
2494736942;12/04/2024 13:30:14;SELL;JPM;42;
2494736943;06/05/2024 16:48:16;SELL;AMD;42;
2494736955;01/03/2024 20:58:26;SELL;AMD;42;
2494736957;06/03/2024 08:00:02;SELL;ALLE;41;
2494736962;14/03/2024 13:51:50;SELL;AMD;41;
2494736972;07/05/2024 13:34:02;SELL;ARM;41;
2494736991;27/09/2024 18:26:39;SELL;DELL;41;
2494719782;15/05/2024 17:47:43;SELL;JPM;41;
2494719794;29/01/2024 14:48:19;SELL;AAPL;41;
2494719843;16/01/2024 14:58:55;SELL;CPA;41;
2534824100;07/08/2024 13:43:08;SELL;NIO;41;
2540648175;17/01/2024 14:34:24;SELL;SBUX;40;
2540648185;22/03/2024 19:57:25;SELL;JPM;40;
2540648735;13/02/2024 14:31:02;SELL;TSLA;40;
2540650869;14/03/2024 13:54:29;SELL;JPM;40;
2494740012;04/04/2024 13:50:15;SELL;TSM;39;
2494740036;08/02/2024 14:33:39;SELL;TSLA;39;
2587620338;16/04/2024 14:03:34;SELL;JPM;39;
2611535553;07/03/2024 17:31:28;SELL;JPM;39;
2607230715;25/03/2024 18:44:19;SELL;ARM;39;
2633037119;05/03/2024 14:31:21;SELL;TSM;39;
2623280708;29/01/2024 17:29:57;SELL;TSLA;39;
2623931900;25/01/2024 18:58:52;SELL;AAPL;39;
2591747475;15/03/2024 16:11:22;SELL;AMD;39;
2644919407;08/02/2024 16:25:13;SELL;DAL;39;
2626491488;14/02/2024 14:43:43;SELL;TSLA;39;
2633532842;14/11/2024 15:58:43;SELL;GOOG;39;
2655769576;23/02/2024 14:55:27;SELL;AMD;38;
2667444792;04/03/2024 14:30:36;SELL;AAPL;38;
2687668767;06/05/2024 13:32:59;SELL;TSM;38;
2688414254;19/08/2024 13:31:38;SELL;AMD;38;
2709715497;17/09/2024 13:40:43;SELL;NIO;38;
2710635247;21/02/2024 19:23:28;SELL;AAPL;38;
2711375922;05/04/2024 17:57:13;SELL;AMZN;37;
2711375922;26/01/2024 14:31:27;SELL;AMD;37;
2710640615;06/02/2024 16:44:38;SELL;TSLA;37;
2709714922;13/09/2024 15:06:54;SELL;DIS;37;
2689244804;24/04/2024 14:14:11;SELL;TSM;37;
2699073899;25/01/2024 17:51:50;SELL;AMD;37;
2710643864;21/03/2024 08:11:01;SELL;NIO;37;
2650915765;11/07/2024 14:23:36;SELL;GOOG;37;
2710625953;23/05/2024 13:51:55;SELL;NIO;37;
2725680167;21/03/2024 17:56:07;SELL;AAPL;37;
2720430554;20/02/2024 14:33:33;SELL;AMD;36;
2699073899;29/02/2024 20:42:54;SELL;AMD;36;
2718487408;15/02/2024 14:54:41;SELL;AMD;36;
2725593412;08/03/2024 20:49:42;SELL;TSLA;36;
2736704399;18/03/2024 15:03:03;SELL;AAPL;36;
2738173270;13/09/2024 15:43:38;SELL;ARM;36;
2699073899;30/04/2024 15:33:30;SELL;AMZN;35;
2718599654;01/03/2024 17:11:33;SELL;TSM;35;
2736058748;24/01/2024 19:12:38;SELL;AMD;35;
2650907152;14/02/2024 16:01:10;SELL;AMD;35;
2710597819;30/04/2024 15:24:01;SELL;AAPL;35;
2718486714;14/05/2024 07:00:01;SELL;NIO;35;
2747048728;02/04/2024 13:49:19;SELL;ALLE;35;
2726261090;14/03/2024 13:44:34;SELL;TSLA;35;
2770066195;06/05/2024 13:30:13;SELL;AAPL;35;
2718635490;05/03/2024 14:30:36;SELL;AMZN;35;
2725603473;07/05/2024 13:40:14;SELL;GOOG;35;
2768309358;07/03/2024 15:24:46;SELL;NIO;35;
2762396982;17/07/2024 14:30:38;BUY;ROIV;34;
2762396982;01/02/2024 16:24:13;BUY;JPM;34;
2782825545;02/08/2024 14:49:48;BUY;ARM;34;
2785834697;19/12/2024 15:01:21;BUY;AMZN;34;
2719863269;09/04/2024 10:44:24;BUY;DOLE;34;
2775300460;17/07/2024 14:29:07;BUY;ARM;34;
2751215672;26/02/2024 14:55:08;BUY;DOLE;34;
2751215672;10/06/2024 17:06:21;BUY;PNR;34;
2752656061;26/02/2024 10:34:41;BUY;NIO;34;
2699073899;20/12/2024 16:40:47;BUY;AMD;34;
2718599654;08/04/2024 14:52:23;BUY;AMZN;33;
2699073899;24/06/2024 19:41:31;BUY;PNR;33;
2718599654;01/11/2024 13:30:03;BUY;ARM;33;
2710643864;03/01/2024 20:52:33;BUY;TSLA;33;
2775804928;05/01/2024 14:50:39;BUY;TSLA;33;
2793371290;04/01/2024 08:17:24;BUY;MONC;33;
2793364172;16/08/2024 17:32:11;BUY;TSM;33;
2793363496;24/07/2024 18:38:02;BUY;TSM;33;
2699073899;09/01/2024 15:12:35;BUY;BA;33;
2718599654;02/04/2024 15:21:51;BUY;DOLE;33;
2793369064;16/04/2024 14:13:31;BUY;DOLE;32;
2800628742;20/12/2024 16:37:34;BUY;AMZN;32;
2802363793;16/01/2024 15:06:05;BUY;TSLA;32;
2793379076;20/05/2024 14:22:40;BUY;ARM;32;
2770671877;05/12/2024 16:21:40;BUY;AMZN;31;
2793364384;10/04/2024 17:12:56;BUY;AMD;31;
2793366962;07/08/2024 17:26:43;BUY;ARM;30;
2827389523;17/07/2024 14:29:22;BUY;AMD;30;
2768309358;12/04/2024 14:11:46;BUY;AMD;30;
2853640281;17/04/2024 19:24:43;BUY;ARM;30;
2853640281;23/01/2024 14:31:13;BUY;TSLA;30;
2751215672;16/04/2024 14:22:41;BUY;JPM;30;
2699073899;08/05/2024 13:54:04;BUY;DIS;30;
2718599654;07/03/2024 16:08:39;BUY;AMD;30;
2699073899;16/10/2024 13:41:50;BUY;AMD;30;
2718599654;09/04/2024 15:38:00;BUY;GOOG;30;
2815474042;08/03/2024 20:46:33;BUY;AMD;30;
2815473914;19/12/2024 15:07:34;BUY;NIO;29;
2860008867;12/11/2024 18:49:02;BUY;AMZN;29;
2859570450;23/09/2024 16:56:35;BUY;AMD;29;
2699073899;04/03/2024 15:04:24;BUY;AMD;29;
2718599654;05/04/2024 14:01:09;BUY;GOOG;29;
2875765318;05/03/2024 14:57:50;BUY;AMD;29;
2656894995;05/12/2024 16:23:04;BUY;TSM;28;
2670778125;06/03/2024 10:02:23;BUY;DOLE;28;
2678640766;16/02/2024 15:15:39;BUY;TSLA;28;
2711082322;09/05/2024 13:56:01;BUY;ARM;28;
2769834124;24/07/2024 13:30:12;SELL;LIN;28;
2767324642;13/02/2024 20:27:01;SELL;JPM;28;
2815473914;07/08/2024 13:50:56;SELL;ARM;28;
2622244212;20/12/2024 14:30:21;SELL;AMZN;28;
2629871124;16/04/2024 07:02:45;SELL;ALLE;28;
2659353843;16/08/2024 17:43:57;SELL;ARM;27;
2782801046;01/03/2024 16:15:55;SELL;ALLE;27;
2625827963;20/06/2024 16:34:02;SELL;IGT;27;
2608925782;27/02/2024 12:32:02;SELL;NIO;27;
2633047911;17/04/2024 15:48:46;SELL;AMZN;27;
2653834302;26/06/2024 15:01:38;SELL;IGT;27;
2631175967;07/11/2024 18:33:12;SELL;ARM;27;
2833377589;04/01/2024 16:49:05;SELL;TSLA;27;
2625330535;09/01/2024 14:31:15;SELL;TSLA;27;
2644157797;05/01/2024 08:00:17;SELL;MONC;27;
2829085721;15/10/2024 13:53:39;SELL;TSM;27;
2636205200;16/08/2024 13:30:16;SELL;TSM;27;
2680235558;10/01/2024 18:57:57;SELL;BA;27;
2658177011;09/04/2024 07:00:03;SELL;ALLE;27;
2603874911;23/04/2024 14:54:11;SELL;ALLE;27;
2843164741;30/12/2024 15:00:09;SELL;AMZN;26;
2629666271;16/01/2024 16:00:43;SELL;TSLA;26;
2645692592;21/05/2024 19:56:18;SELL;ARM;26;
2698276936;17/12/2024 14:40:01;SELL;AMZN;26;
2630458680;12/04/2024 13:30:14;SELL;AMD;26;
2496398117;12/08/2024 14:54:08;SELL;ARM;26;
2802361348;24/07/2024 19:57:16;SELL;AMD;26;
2725157924;17/04/2024 16:33:54;SELL;AMD;26;
2645352189;07/05/2024 13:33:09;SELL;ARM;26;
2720424790;23/01/2024 14:48:58;SELL;TSLA;26;
2650758349;19/04/2024 19:45:22;SELL;JPM;26;
2678619267;16/08/2024 17:40:54;SELL;DIS;26;
2600601626;08/03/2024 15:45:23;SELL;AMD;26;
2596680487;22/10/2024 13:34:44;SELL;AMD;26;
2592885078;24/04/2024 13:30:07;SELL;GOOG;26;
2888706359;11/03/2024 13:30:16;SELL;AMD;26;
2720406209;20/12/2024 10:41:53;SELL;NIO;25;
2680926993;14/11/2024 14:45:38;SELL;AMZN;25;
2691814271;27/09/2024 18:31:20;SELL;AMD;25;
2669674108;28/03/2024 08:00:02;SELL;ALLE;25;
2785843245;05/03/2024 14:30:36;SELL;AMD;25;
2610562968;09/04/2024 14:41:44;SELL;GOOG;25;
2494714565;06/03/2024 15:04:48;SELL;AMD;25;
2687658384;06/12/2024 16:13:26;SELL;TSM;25;
2575035068;08/03/2024 14:53:12;SELL;ALLE;25;
2709716513;20/02/2024 14:40:52;SELL;TSLA;25;
2612889099;09/05/2024 15:14:34;SELL;ARM;25;
2833399267;16/07/2024 19:50:55;BUY;GOOG;25;
2842209576;25/01/2024 20:18:53;BUY;GRMN;25;
2666427442;31/01/2024 19:26:55;BUY;MSFT;25;
2699918391;16/10/2024 13:37:37;BUY;ARM;24;
2770673887;30/10/2024 16:50:49;BUY;AMD;24;
2614075181;26/03/2024 19:59:34;BUY;ARM;24;
2782815631;26/03/2024 18:04:35;BUY;ONON;24;
2888694268;10/10/2024 17:16:15;BUY;AMD;24;
2680415873;11/06/2024 15:58:36;BUY;TSM;24;
2770670686;29/05/2024 13:54:35;BUY;AMD;233;
2633147566;24/09/2024 07:00:19;BUY;DOLE;222;
2578646531;06/02/2024 14:43:30;BUY;MSFT;222;
2726250960;12/02/2024 15:14:29;BUY;ONON;222;
2680936704;05/04/2024 14:08:55;BUY;RIGZU;221;
2620146336;13/02/2024 14:40:15;BUY;MSFT;221;
2643988058;01/04/2024 15:59:48;BUY;XYZ;217;
2811254971;13/02/2024 19:43:10;BUY;ONON;217;
2659110084;02/08/2024 14:40:14;BUY;AMZN;215;
2578730448;08/02/2024 19:32:36;BUY;ONON;215;
2722112450;28/06/2024 14:34:54;BUY;DOLE;214;
2634935480;14/06/2024 14:17:04;BUY;DOLE;214;
2666176217;08/02/2024 14:50:05;BUY;ONON;202;
2629370312;15/03/2024 16:10:43;BUY;ONON;202;
2623252964;11/03/2024 14:14:01;BUY;ONON;199;
2618714576;13/02/2024 14:37:01;BUY;ONON;199;
2644916972;01/07/2024 14:48:00;BUY;ARM;198;
2652312416;22/02/2024 18:05:57;BUY;AMCR;198;
2607798683;14/11/2024 18:42:40;BUY;CVE;198;
2621430253;07/05/2024 14:25:24;BUY;AMD;198;
2793363340;01/07/2024 14:47:42;BUY;AMD;195;
2621543937;17/04/2024 19:32:47;BUY;AMD;195;
2680928653;29/05/2024 13:55:26;BUY;TSM;190;
2787487102;22/10/2024 18:46:30;BUY;AMD;185;
2621390925;30/01/2024 14:53:02;BUY;TCX;185;
2827389523;20/05/2024 14:28:14;BUY;TSM;185;
2658211558;24/06/2024 19:41:06;BUY;ARM;177;
2650745384;27/09/2024 17:38:49;BUY;DELL;177;
2644168637;24/01/2024 19:56:09;BUY;AMCR;155;
2879465104;17/07/2024 07:15:19;BUY;NIO;155;
2687668767;25/01/2024 15:16:05;BUY;AMCR;147;
2833506054;24/01/2024 14:34:39;BUY;AMCR;147;
2664894558;06/02/2024 18:08:56;BUY;AMCR;146;
2658149120;31/01/2024 18:04:11;BUY;AMCR;146;
2636317780;19/04/2024 19:55:19;BUY;AMD;144;
2711461800;26/01/2024 19:47:53;BUY;AMCR;144;
2625733460;11/01/2024 16:09:23;BUY;AMD;136;
2627649361;17/01/2024 18:35:10;BUY;NEE;136;
2625323203;06/02/2024 15:04:04;BUY;CRM;135;
2833734701;11/06/2024 14:03:28;BUY;ARM;135;
2718635490;12/11/2024 18:52:35;BUY;AMD;135;
2663055801;07/05/2024 14:28:03;BUY;TSM;135;
2647131358;25/06/2024 14:17:13;BUY;DELL;133;
2628543845;24/01/2024 14:33:18;BUY;CRM;133;
2710625953;03/09/2024 17:57:20;BUY;AMD;132;
2752656061;21/11/2024 17:45:34;BUY;MSFT;132;
2669669158;28/05/2024 18:07:50;BUY;GDDY;129;
2652308155;16/08/2024 17:45:56;BUY;GOOG;129;
2638334564;09/12/2024 16:13:36;BUY;PNR;129;
2653832796;26/03/2024 13:31:05;BUY;SPOT;129;
2670832609;09/01/2024 15:13:58;BUY;AIZ;128;
2793364652;16/10/2024 13:37:07;BUY;PNR;128;
2633534239;09/12/2024 16:13:15;BUY;AMD;125;
2624921331;29/05/2024 07:54:12;BUY;NIO;123;
2649375962;18/03/2024 15:05:42;BUY;ARM;123;
2655354102;13/02/2024 19:56:56;BUY;TCX;122;
2817437027;15/03/2024 19:44:36;BUY;ARM;122;
2657094107;15/07/2024 14:09:30;BUY;PNR;115;
2659411204;13/03/2024 16:17:54;BUY;SAP;115;
2655778109;01/08/2024 14:08:19;BUY;ARM;107;
2609683598;02/08/2024 14:51:13;BUY;NIO;107;
2650896465;28/06/2024 14:32:27;BUY;PNR;103;
2632227996;15/03/2024 08:15:03;BUY;SAP;101;
2632426148;04/03/2024 19:57:31;BUY;TSLA;101;
2640933931;19/03/2024 16:20:09;BUY;ARM;101;
2699915249;29/02/2024 08:56:47;BUY;SAP;101;
2793369385;29/01/2024 16:10:37;SELL;AMCR;96;
2650898567;05/02/2024 15:53:20;SELL;MSFT;96;
2644919407;23/10/2024 13:30:07;SELL;ARM;93;
2631806188;31/10/2024 13:31:42;SELL;AMD;93;
2631015256;06/06/2024 13:30:27;SELL;ARM;93;
2623931900;27/03/2024 13:41:16;SELL;MLTX;92;
2627096045;15/10/2024 14:14:42;SELL;AMD;92;
2634447770;12/06/2024 18:43:36;SELL;TSM;92;
2622343684;28/06/2024 14:42:14;SELL;AMD;91;
2634935990;15/11/2024 08:00:19;SELL;ALLE;91;
2699075600;13/02/2024 14:30:59;SELL;MSFT;91;
2632222005;13/02/2024 14:30:33;SELL;MLTX;91;
2628507183;22/04/2024 09:16:14;SELL;RIGZU;91;
2695620555;05/03/2024 14:30:50;SELL;MSFT;91;
2606492014;04/04/2024 18:27:42;SELL;XYZ;87;
2688239769;15/02/2024 14:41:38;SELL;MLTX;87;
2624403075;22/08/2024 19:29:28;SELL;AMZN;84;
2623272210;09/02/2024 17:44:00;SELL;MLTX;84;
2693763684;04/07/2024 07:00:02;SELL;ALLE;84;
2622803676;07/02/2024 15:38:11;SELL;CSIQ;84;
2638373660;21/06/2024 07:00:02;SELL;ALLE;83;
2687641487;09/02/2024 18:35:52;SELL;MLTX;83;
2691814779;22/03/2024 13:30:17;SELL;MLTX;82;
2653836079;12/03/2024 13:49:01;SELL;MLTX;82;
2856852800;13/02/2024 19:23:36;SELL;MLTX;82;
2629410400;09/07/2024 16:42:46;SELL;ARM;81;
2833423866;27/02/2024 15:40:14;SELL;MLTX;81;
2623959941;02/12/2024 16:29:28;SELL;CVE;80;
2712446168;20/05/2024 17:41:05;SELL;AMD;80;
2689244804;11/07/2024 14:59:34;SELL;AMD;75;
2462375420;24/04/2024 14:50:38;SELL;AMD;75;
2650897248;06/06/2024 13:59:02;SELL;TSM;74;
2620407371;30/10/2024 13:30:37;SELL;AMD;74;
2693009030;13/02/2024 19:53:19;SELL;TCX;73;
2626991662;24/05/2024 15:46:08;SELL;TSM;73;
2624377750;27/06/2024 13:31:05;SELL;ARM;71;
2628736901;30/09/2024 13:35:07;SELL;DELL;71;
2624680211;25/01/2024 15:12:01;SELL;MLTX;69;
2599579619;12/08/2024 13:30:52;SELL;NIO;69;
2888698060;25/01/2024 19:23:45;SELL;MLTX;68;
2691811332;24/01/2024 18:41:06;SELL;MLTX;68;
2596411354;08/02/2024 14:39:18;SELL;MLTX;67;
2623273340;05/02/2024 15:01:11;SELL;MLTX;67;
2793363496;23/04/2024 19:37:23;SELL;AMD;63;
2588989408;31/01/2024 14:30:27;SELL;MLTX;63;
2678623419;12/01/2024 15:12:56;SELL;AMD;62;
2676826054;05/02/2024 20:59:02;SELL;NEE;62;
2628818974;08/02/2024 17:42:53;SELL;CRM;62;
2678624895;12/06/2024 14:30:48;SELL;ARM;62;
2740088056;15/11/2024 14:30:17;SELL;AMD;61;
2770671877;13/05/2024 13:47:32;SELL;TSM;61;
2718603055;24/07/2024 18:42:23;SELL;DELL;60;
2611535553;26/01/2024 18:56:02;SELL;CRM;60;
2659818223;06/09/2024 14:42:09;SELL;AMD;60;
2680941968;12/12/2024 20:59:10;SELL;MSFT;60;
2687645111;11/06/2024 13:30:19;SELL;GDDY;60;
2762394354;30/10/2024 17:16:24;SELL;GOOG;60;
2856852026;13/12/2024 16:08:13;SELL;IGT;58;
2775299259;03/04/2024 13:32:42;SELL;SPOT;58;
2782821670;12/01/2024 14:41:32;SELL;AIZ;58;
2623597259;17/10/2024 14:51:38;SELL;IGT;58;
2623863876;10/12/2024 16:55:26;SELL;AMD;58;
2680934515;19/06/2024 07:00:01;SELL;NIO;58;
2709713681;18/03/2024 16:55:45;SELL;ARM;58;
2693534969;18/03/2024 15:02:26;SELL;ARM;58;
2732935241;24/07/2024 18:46:26;SELL;IGT;58;
2607797870;15/03/2024 08:00:02;SELL;SAP;58;
2669638969;16/08/2024 17:43:51;SELL;ARM;57;
2875757958;12/08/2024 07:00:08;SELL;NIO;57;
2725158153;09/07/2024 16:37:11;SELL;IGT;56;
2641611940;28/03/2024 09:30:01;SELL;SAP;56;
2742592971;05/03/2024 14:30:18;SELL;TSLA;56;
2614062678;20/03/2024 19:38:16;SELL;ARM;56;
2608928490;13/03/2024 08:00:01;SELL;SAP;56;
2607812853;15/02/2024 17:19:25;BUY;GRMN;56;
2875765318;08/01/2024 16:48:46;BUY;BA;56;
2739377371;19/12/2024 15:06:01;BUY;MSFT;56;
2720441400;22/05/2024 13:43:28;BUY;CVE;56;
2587932091;09/04/2024 15:08:56;BUY;SPOT;56;
2634463309;05/08/2024 19:29:14;BUY;ROIV;56;
2888704561;29/01/2024 16:14:06;BUY;FINV;56;
2699075111;16/04/2024 14:15:26;BUY;SPOT;55;
2605662536;07/05/2024 14:31:09;BUY;TSLA;55;
2678635295;04/03/2024 15:09:37;BUY;FINV;55;
2606417895;19/03/2024 17:01:53;BUY;FINV;55;
2489931082;31/01/2024 15:07:22;BUY;PNR;55;
2770672956;23/04/2024 15:03:45;BUY;FINV;55;
2689241131;14/03/2024 19:32:29;BUY;FINV;55;
2689242505;26/02/2024 14:56:56;BUY;FINV;55;
2853639479;11/03/2024 14:11:53;BUY;FINV;54;
2573622939;03/01/2024 16:10:31;BUY;PNR;54;
2775809417;29/02/2024 16:19:50;BUY;MA;53;
2607229752;16/02/2024 14:52:28;BUY;FINV;53;
2630684214;15/07/2024 14:08:56;BUY;AAPL;53;
2622182169;12/02/2024 20:50:33;BUY;FINV;53;
2627099953;14/02/2024 16:28:53;BUY;FINV;52;
2623870607;16/10/2024 13:38:49;BUY;CVE;52;
2603421600;08/03/2024 15:22:34;BUY;CVAC;52;
2623953285;12/02/2024 15:11:42;BUY;MA;52;
2838581358;19/12/2024 15:02:13;BUY;SPOT;52;
2680374991;20/02/2024 15:43:40;BUY;MA;51;
2665348137;19/12/2024 15:03:12;BUY;CVE;51;
